Y;X1;X2
-12018;-9235;-2783
-16825;-7471;-9354
-11621;-6296;-5325
-11146;-1329;-9817
-12256;-9425;-2831
-7012;-204;-6808
-3211;-1186;-2025
-6236;-5289;-947
-11828;-5266;-6562
-10389;-1176;-9213
-9531;-3861;-5670
-6646;-5960;-686
-7355;-6318;-1037
-10475;-3071;-7404
-11312;-7164;-4148
-13174;-8843;-4331
-10313;-8696;-1617
-5209;-3104;-2105
-13976;-5760;-8216
-8658;-4845;-3813
-17542;-7902;-9640
-8448;-6484;-1964
-15987;-8985;-7002
-7301;-128;-7173
-4132;-3400;-732
-13097;-9769;-3328
-8415;-8036;-379
-12188;-3771;-8417
-15921;-7672;-8249
-6780;-6182;-598
-7817;-2076;-5741
-8889;-8851;-38
-7674;-174;-7500
-16701;-8615;-8086
-13008;-5444;-7564
-12139;-3134;-9005
-11951;-9677;-2274
-15671;-8958;-6713
-14839;-7002;-7837
-2074;-709;-1365
-5819;-2525;-3294
-16243;-8649;-7594
-14460;-6212;-8248
-17001;-9731;-7270
-8888;-7733;-1155
-10992;-7394;-3598
-4923;-856;-4067
-2460;-2135;-325
-9227;-938;-8289
-2521;-1775;-746
-14209;-5759;-8450
-13243;-8992;-4251
-16209;-7345;-8864
-12586;-8919;-3667
-6266;-4749;-1517
-13466;-4298;-9168
-10083;-6878;-3205
-8498;-1126;-7372
-6617;-6087;-530
-9649;-4582;-5067
-1441;-344;-1097
-10389;-4607;-5782
-8777;-6846;-1931
-10169;-3797;-6372
-18676;-9824;-8852
-11531;-2880;-8651
-2418;-1053;-1365
-7122;-5245;-1877
-12710;-8918;-3792
-16673;-8632;-8041
-12107;-6708;-5399
-7053;-3081;-3972
-17418;-7945;-9473
-7407;-3500;-3907
-11192;-2780;-8412
-6253;-613;-5640
-10203;-5952;-4251
-16929;-9944;-6985
-13732;-4526;-9206
-18469;-8857;-9612
-9849;-5321;-4528
-1061;-512;-549
-9456;-4034;-5422
-5791;-933;-4858
-2652;-955;-1697
-11126;-2508;-8618
-16788;-7462;-9326
-11665;-6238;-5427
-14069;-9441;-4628
-14258;-9474;-4784
-16578;-7048;-9530
-2663;-1900;-763
-13072;-9305;-3767
-17390;-8735;-8655
-17925;-8226;-9699
-7292;-6883;-409
-8797;-6793;-2004
-2191;-194;-1997
-3115;-2572;-543
-7886;-3182;-4704
-7289;-6193;-1096
-16116;-9293;-6823
-9754;-6233;-3521
-5733;-1044;-4689
-7203;-1323;-5880
-10431;-3843;-6588
-14384;-5668;-8716
-14456;-6412;-8044
-4678;-2947;-1731
-16304;-7246;-9058
-9766;-6241;-3525
-15845;-7112;-8733
-3729;-3027;-702
-6518;-3965;-2553
-17507;-8780;-8727
-8871;-7972;-899
-10612;-1772;-8840
-631;-122;-509
-4909;-1937;-2972
-13526;-7407;-6119
-16532;-8527;-8005
-10488;-5231;-5257
-15857;-9038;-6819
-17231;-7415;-9816
-9501;-6695;-2806
-15498;-6933;-8565
-5329;-1720;-3609
-9430;-6545;-2885
-9166;-1428;-7738
-7514;-4111;-3403
-9017;-5208;-3809
-7734;-4009;-3725
-6989;-1034;-5955
-7156;-5644;-1512
-2423;-2031;-392
-10390;-2992;-7398
-10327;-4529;-5798
-8479;-678;-7801
-10300;-469;-9831
-8776;-1773;-7003
-17485;-7996;-9489
-13129;-7155;-5974
-11566;-4742;-6824
-15976;-6570;-9406
-3091;-2751;-340
-13811;-8974;-4837
-8847;-8113;-734
-15614;-6544;-9070
-6957;-5740;-1217
-16621;-7786;-8835
-13949;-7652;-6297
-8911;-19;-8892
-16139;-9938;-6201
-14691;-5093;-9598
-11654;-1726;-9928
-2029;-916;-1113
-8299;-5726;-2573
-8857;-7572;-1285
-4311;-2227;-2084
-1916;-450;-1466
-12700;-9677;-3023
-1488;-933;-555
-8453;-7828;-625
-16429;-7211;-9218
-16820;-9095;-7725
-9231;-277;-8954
-10968;-8932;-2036
-12028;-3157;-8871
-9305;-5775;-3530
-7559;-5837;-1722
-8844;-5390;-3454
-3739;-1046;-2693
-9785;-5229;-4556
-7227;-6076;-1151
-11361;-5647;-5714
-15509;-8475;-7034
-9922;-5385;-4537
-13660;-5032;-8628
-14093;-6389;-7704
-10871;-2966;-7905
-4940;-1189;-3751
-10030;-8204;-1826
-9559;-486;-9073
-16427;-8503;-7924
-10052;-8479;-1573
-12261;-4724;-7537
-14141;-9611;-4530
-7778;-1306;-6472
-8819;-2925;-5894
-9199;-6682;-2517
-6210;-944;-5266
-10988;-9756;-1232
-7109;-4927;-2182
-3508;-3141;-367
-7560;-7426;-134
-11710;-9203;-2507
-15171;-6916;-8255
-6665;-3834;-2831
-14138;-5077;-9061
-6571;-3241;-3330
-18633;-9276;-9357
-4352;-2323;-2029
-12654;-7265;-5389
-10910;-3325;-7585
-2584;-1340;-1244
-12603;-8913;-3690
-9294;-2746;-6548
-7341;-2552;-4789
-3301;-2704;-597
-4872;-3365;-1507
-10684;-2917;-7767
-8480;-6761;-1719
-15567;-6604;-8963
-5288;-4087;-1201
-7576;-7525;-51
-13466;-5830;-7636
-12781;-8809;-3972
-16441;-6491;-9950
-9009;-1054;-7955
-9646;-8923;-723
-14825;-5459;-9366
-9601;-7679;-1922
-6975;-3983;-2992
-13343;-3874;-9469
-10697;-6091;-4606
-14160;-7716;-6444
-5141;-4199;-942
-12316;-3086;-9230
-11525;-3402;-8123
-17583;-8842;-8741
-7144;-4032;-3112
-4740;-2522;-2218
-12817;-7635;-5182
-10045;-6888;-3157
-7777;-5992;-1785
-16839;-7215;-9624
-10098;-7202;-2896
-13631;-6908;-6723
-9871;-9601;-270
-6697;-3638;-3059
-11768;-4367;-7401
-10398;-3337;-7061
-9648;-5017;-4631
-16344;-7657;-8687
-14116;-9781;-4335
-17164;-9696;-7468
-8189;-5680;-2509
-10811;-2010;-8801
-5173;-2489;-2684
-16486;-7656;-8830
-12111;-6506;-5605
-7193;-4568;-2625
-11450;-3384;-8066
-13036;-4566;-8470
-15440;-8048;-7392
-12369;-7631;-4738
-13402;-8334;-5068
-8948;-5212;-3736
-13288;-3928;-9360
-11198;-5244;-5954
-8115;-2811;-5304
-15133;-7375;-7758
-4654;-779;-3875
-10113;-4337;-5776
-6413;-1474;-4939
-9710;-8085;-1625
-5675;-4087;-1588
-18881;-9028;-9853
-15628;-8495;-7133
-7791;-1953;-5838
-4780;-729;-4051
-7880;-6158;-1722
-12705;-8145;-4560
-10370;-7626;-2744
-9552;-507;-9045
-5970;-3395;-2575
-8774;-301;-8473
-13251;-9066;-4185
-8913;-722;-8191
-5727;-148;-5579
-9816;-8929;-887
-9157;-8463;-694
-981;-508;-473
-11557;-1909;-9648
-12096;-3446;-8650
-13779;-9640;-4139
-9366;-3983;-5383
-6183;-90;-6093
-10417;-4518;-5899
-1236;-644;-592
-12099;-7209;-4890
-4522;-732;-3790
-9903;-9095;-808
-14914;-9403;-5511
-6912;-1370;-5542
-17396;-9985;-7411
-14839;-6052;-8787
-14567;-7825;-6742
-17628;-9794;-7834
-10946;-3764;-7182
-3969;-334;-3635
-10204;-906;-9298
-11506;-5948;-5558
-7061;-2247;-4814
-11342;-2122;-9220
-9113;-5542;-3571
-7853;-5122;-2731
-10127;-3335;-6792
-5732;-4653;-1079
-15793;-6654;-9139
-9670;-6572;-3098
-11643;-6088;-5555
-9457;-680;-8777
-3535;-2336;-1199
-645;-414;-231
-838;-309;-529
-13124;-7620;-5504
-14951;-5401;-9550
-11285;-9436;-1849
-18021;-9298;-8723
-15537;-8048;-7489
-9881;-57;-9824
-16806;-8194;-8612
-7423;-873;-6550
-6029;-4127;-1902
-7670;-2913;-4757
-12594;-3980;-8614
-4593;-1395;-3198
-11911;-6692;-5219
-14622;-5288;-9334
-10254;-5080;-5174
-16638;-9951;-6687
-16586;-7841;-8745
-16592;-7892;-8700
-8761;-8023;-738
-12302;-7413;-4889
-17249;-9187;-8062
-10722;-6044;-4678
-16687;-7578;-9109
-11591;-8440;-3151
-8023;-6206;-1817
-545;-60;-485
-12395;-5846;-6549
-16561;-8217;-8344
-8940;-39;-8901
-13060;-6340;-6720
-10314;-7816;-2498
-9985;-4680;-5305
-5661;-5550;-111
-9640;-6416;-3224
-9610;-1336;-8274
-10504;-4897;-5607
-10199;-3106;-7093
-13981;-8294;-5687
-7809;-1170;-6639
-7762;-3283;-4479
-12445;-5492;-6953
-15529;-7696;-7833
-5825;-4974;-851
-11420;-7614;-3806
-7731;-127;-7604
-12154;-3424;-8730
-15144;-8414;-6730
-5734;-4818;-916
-10795;-8829;-1966
-9367;-8553;-814
-16772;-7958;-8814
-17691;-8094;-9597
-11119;-5654;-5465
-12456;-6359;-6097
-8587;-7428;-1159
-16831;-8652;-8179
-9366;-4778;-4588
-10588;-2404;-8184
-10307;-1882;-8425
-11668;-9123;-2545
-14696;-6342;-8354
-15217;-7602;-7615
-7100;-4760;-2340
-8306;-7112;-1194
-2507;-1506;-1001
-7491;-3809;-3682
-5007;-3359;-1648
-6845;-5894;-951
-4658;-4500;-158
-9652;-3813;-5839
-6121;-423;-5698
-9928;-1629;-8299
-6670;-1950;-4720
-2364;-858;-1506
-5992;-5370;-622
-17450;-8040;-9410
-15210;-8307;-6903
-15431;-8048;-7383
-18380;-9779;-8601
-7142;-323;-6819
-6035;-3755;-2280
-6147;-1779;-4368
-12675;-9751;-2924
-1550;-152;-1398
-10538;-1583;-8955
-10365;-1180;-9185
-9236;-7043;-2193
-9268;-9149;-119
-11702;-6978;-4724
-15219;-9810;-5409
-6889;-6320;-569
-14197;-5071;-9126
-8303;-2900;-5403
-3957;-3942;-15
-5557;-747;-4810
-11993;-8067;-3926
-2756;-2116;-640
-17282;-7993;-9289
-9017;-4195;-4822
-7785;-1064;-6721
-11753;-5163;-6590
-9470;-1627;-7843
-12377;-6587;-5790
-9669;-7263;-2406
-7824;-1308;-6516
-16748;-6944;-9804
-10099;-4274;-5825
-9397;-4382;-5015
-7614;-5707;-1907
-8002;-1068;-6934
-4037;-1181;-2856
-7859;-5660;-2199
-7725;-2903;-4822
-14745;-5299;-9446
-13095;-9406;-3689
-8882;-3297;-5585
-8739;-244;-8495
-16825;-7765;-9060
-10339;-8758;-1581
-4722;-2683;-2039
-10557;-1155;-9402
-14135;-5279;-8856
-12633;-7518;-5115
-7082;-5870;-1212
-12534;-7705;-4829
-8615;-3608;-5007
-2091;-825;-1266
-13356;-4597;-8759
-11824;-5131;-6693
-16565;-8124;-8441
-15951;-6416;-9535
-12929;-7217;-5712
-2904;-2873;-31
-8378;-3177;-5201
-14613;-6712;-7901
-7155;-2276;-4879
-8950;-8256;-694
-13459;-6210;-7249
-15136;-9013;-6123
-1438;-1146;-292
-3575;-1187;-2388
-10296;-7816;-2480
-9985;-8467;-1518
-8313;-4146;-4167
-7274;-6578;-696
-11260;-4014;-7246
-9062;-6597;-2465
-8969;-5360;-3609
-13882;-9313;-4569
-12988;-7052;-5936
-8685;-2253;-6432
-3115;-1379;-1736
-5406;-5347;-59
-8705;-3996;-4709
-3793;-2078;-1715
-15000;-7188;-7812
-7949;-4470;-3479
-12026;-2069;-9957
-10829;-9620;-1209
-15340;-9842;-5498
-8462;-3029;-5433
-12915;-9325;-3590
-10168;-9751;-417
-8769;-2303;-6466
-3842;-738;-3104
-12540;-8251;-4289
-17101;-7956;-9145
-11673;-4250;-7423
-10870;-2282;-8588
-15952;-9182;-6770
-13744;-5278;-8466
-9696;-9456;-240
-5797;-4715;-1082
-6816;-6307;-509
-8893;-7880;-1013
-10547;-9302;-1245
-3939;-664;-3275
-8797;-2438;-6359
-11791;-5784;-6007
-5534;-3772;-1762
-4229;-593;-3636
-5698;-4284;-1414
-12933;-3364;-9569
-10119;-9290;-829
-11526;-2598;-8928
-3758;-996;-2762
-7381;-5071;-2310
-4993;-3817;-1176
-5648;-3024;-2624
-8876;-3567;-5309
-16809;-7503;-9306
-11984;-6805;-5179
-6286;-1216;-5070
-11221;-1785;-9436
-16434;-9556;-6878
-8130;-5420;-2710
-10314;-5458;-4856
-6721;-77;-6644
-6352;-3712;-2640
-12839;-9662;-3177
-15981;-7028;-8953
-15109;-6114;-8995
-5518;-967;-4551
-8817;-7443;-1374
-14235;-6043;-8192
-10051;-3010;-7041
-7382;-3448;-3934
-5011;-4437;-574
-5744;-4898;-846
-14009;-5556;-8453
-13581;-5399;-8182
-11970;-2602;-9368
-8923;-5305;-3618
-9766;-9309;-457
-2556;-811;-1745
-11828;-8252;-3576
-11617;-6471;-5146
-15507;-9215;-6292
-13101;-9345;-3756
-8484;-2455;-6029
-11892;-3631;-8261
-6743;-361;-6382
-10145;-2743;-7402
-10313;-2579;-7734
-16833;-7114;-9719
-7412;-233;-7179
-14394;-5917;-8477
-12265;-5098;-7167
-4326;-1959;-2367
-16540;-7715;-8825
-11442;-6289;-5153
-13355;-8842;-4513
-14502;-9595;-4907
-9358;-9148;-210
-7261;-182;-7079
-13503;-4808;-8695
-8010;-4881;-3129
-15817;-6623;-9194
-9396;-5186;-4210
-15441;-8014;-7427
-11032;-2908;-8124
-9565;-1487;-8078
-14186;-8966;-5220
-1733;-955;-778
-16609;-6691;-9918
-13677;-9273;-4404
-7760;-1038;-6722
-5863;-8;-5855
-9384;-7943;-1441
-17415;-9981;-7434
-13456;-6232;-7224
-9733;-4514;-5219
-7052;-214;-6838
-8599;-7004;-1595
-13761;-8940;-4821
-14763;-6602;-8161
-11642;-7985;-3657
-4437;-2227;-2210
-16929;-7976;-8953
-6655;-1937;-4718
-10229;-1250;-8979
-10948;-7206;-3742
-4667;-3927;-740
-12397;-2492;-9905
-2726;-588;-2138
-17500;-9489;-8011
-9737;-5837;-3900
-11681;-6310;-5371
-10188;-9332;-856
-14146;-5510;-8636
-7374;-1623;-5751
-6675;-74;-6601
-14044;-5884;-8160
-8074;-6425;-1649
-1868;-1743;-125
-10523;-2570;-7953
-14713;-6253;-8460
-15974;-6951;-9023
-2994;-2258;-736
-12845;-8968;-3877
-15887;-5968;-9919
-13796;-4131;-9665
-8006;-2207;-5799
-6189;-2595;-3594
-10756;-2715;-8041
-2707;-1702;-1005
-9497;-8968;-529
-11798;-6495;-5303
-9436;-5522;-3914
-8581;-5614;-2967
-13328;-8851;-4477
-8735;-5668;-3067
-6303;-3290;-3013
-6290;-5843;-447
-8719;-2471;-6248
-15029;-7914;-7115
-15553;-8912;-6641
-3280;-1733;-1547
-9030;-2569;-6461
-9800;-6085;-3715
-17021;-7607;-9414
-18653;-9515;-9138
-7322;-5644;-1678
-9831;-3308;-6523
-10822;-1357;-9465
-11168;-6347;-4821
-10020;-6596;-3424
-10898;-1645;-9253
-9181;-1165;-8016
-10665;-7684;-2981
-12434;-7975;-4459
-11779;-4274;-7505
-8062;-7;-8055
-9077;-1075;-8002
-16114;-7975;-8139
-14547;-9755;-4792
-10150;-5098;-5052
-13593;-7736;-5857
-8962;-7297;-1665
-11040;-7070;-3970
-10735;-1998;-8737
-3579;-2600;-979
-9891;-2118;-7773
-6237;-3017;-3220
-7192;-1341;-5851
-3112;-1392;-1720
56661;-1431;58092
2910;-5698;8608
40931;-9468;50399
41455;-4508;45963
69141;-963;70104
-2586;-2948;362
9914;-4514;14428
17280;-4218;21498
51129;-4699;55828
33502;-6223;39725
10824;-2133;12957
32089;-9494;41583
77718;-9964;87682
80507;-8033;88540
13106;-4813;17919
3296;-8603;11899
79202;-8072;87274
3335;-971;4306
-5073;-9392;4319
46963;-1646;48609
81730;-5920;87650
79278;-4827;84105
25712;-5387;31099
84047;-9084;93131
35192;-6650;41842
77262;-4651;81913
89973;-1554;91527
15277;-9090;24367
72121;-4653;76774
90444;-5903;96347
21637;-4862;26499
15962;-9226;25188
40528;-3941;44469
30024;-1224;31248
14681;-994;15675
2043;-4570;6613
66421;-6801;73222
59139;-2693;61832
8971;-4460;13431
33349;-806;34155
28159;-8032;36191
-3654;-4256;602
47913;-5105;53018
53024;-8638;61662
48878;-4560;53438
24491;-3295;27786
770;-3992;4762
16487;-8124;24611
9507;-9471;18978
-6574;-7172;598
85395;-9998;95393
94235;-3642;97877
39031;-8768;47799
21926;-879;22805
5739;-7946;13685
64536;-2518;67054
37177;-428;37605
2050;-4295;6345
50790;-4054;54844
27290;-5062;32352
49562;-3365;52927
34324;-2807;37131
28408;-3590;31998
79989;-2119;82108
13658;-6422;20080
86073;-6642;92715
62890;-6454;69344
70595;-8329;78924
23381;-4073;27454
67763;-5491;73254
10769;-9203;19972
10427;-1543;11970
30572;-8865;39437
89237;-603;89840
51950;-3051;55001
569;-5147;5716
5602;-2851;8453
62149;-6427;68576
28553;-3041;31594
64754;-3310;68064
48396;-2890;51286
20739;-25;20764
76561;-9011;85572
48481;-7784;56265
12402;-2048;14450
43369;-4019;47388
33228;-1640;34868
40609;-1539;42148
40331;-5235;45566
1511;-8235;9746
-305;-8651;8346
39440;-3210;42650
9942;-1328;11270
61146;-6560;67706
98376;-913;99289
89306;-1419;90725
68945;-2550;71495
58637;-5059;63696
75316;-222;75538
72362;-5294;77656
30065;-7962;38027
9855;-5844;15699
60433;-243;60676
61912;-580;62492
72139;-9386;81525
6871;-8371;15242
38379;-1760;40139
36398;-7625;44023
22053;-8463;30516
13820;-124;13944
80973;-9660;90633
2262;-2152;4414
10974;-3069;14043
1468;-1676;3144
81457;-2990;84447
20080;-7233;27313
17090;-1698;18788
54763;-5608;60371
38120;-4254;42374
65125;-5366;70491
81651;-3782;85433
31293;-3968;35261
76272;-4790;81062
73373;-3325;76698
64914;-9273;74187
15822;-9465;25287
91245;-2218;93463
81435;-5727;87162
47727;-9860;57587
65511;-9588;75099
59900;-1719;61619
46657;-5685;52342
12256;-4932;17188
33826;-5723;39549
36371;-1044;37415
20643;-8732;29375
-2546;-8974;6428
74738;-9960;84698
21192;-853;22045
56482;-1016;57498
25441;-4057;29498
16115;-7873;23988
73740;-7306;81046
42440;-2481;44921
26740;-6770;33510
42991;-2397;45388
2068;-7615;9683
41481;-8703;50184
34384;-905;35289
28765;-9553;38318
71695;-2955;74650
36451;-5591;42042
7013;-9155;16168
49138;-6583;55721
77139;-9409;86548
10228;-65;10293
62512;-2174;64686
75296;-6042;81338
78699;-5860;84559
24891;-9745;34636
2220;-6573;8793
18562;-426;18988
35513;-5997;41510
95291;-1003;96294
45874;-7523;53397
40457;-3897;44354
76624;-5387;82011
51080;-8192;59272
43906;-78;43984
6798;-6059;12857
77225;-4978;82203
2974;-4360;7334
28418;-3899;32317
30581;-3492;34073
14700;-3016;17716
11343;-1959;13302
21880;-9066;30946
37634;-6986;44620
3566;-1334;4900
57838;-3987;61825
17822;-4474;22296
64494;-5897;70391
85615;-2960;88575
75902;-635;76537
73121;-6210;79331
26611;-917;27528
7590;-7916;15506
7859;-6173;14032
20375;-8648;29023
81586;-5465;87051
24060;-4668;28728
25360;-2119;27479
77364;-7940;85304
-2393;-2944;551
34792;-359;35151
33809;-199;34008
23923;-4811;28734
17569;-4585;22154
77891;-4984;82875
49867;-9845;59712
66389;-1586;67975
14289;-1529;15818
27431;-7826;35257
50658;-319;50977
49807;-4776;54583
6636;-5143;11779
27901;-2364;30265
11820;-5832;17652
41038;-2160;43198
51716;-7237;58953
25856;-580;26436
56254;-4904;61158
7447;-2074;9521
91845;-2555;94400
19129;-1709;20838
83071;-318;83389
93275;-6371;99646
51466;-6603;58069
-671;-7264;6593
51849;-3806;55655
54074;-5638;59712
82086;-2409;84495
11206;-5256;16462
-4638;-6356;1718
48113;-4030;52143
-3110;-6764;3654
30658;-3746;34404
44789;-239;45028
90123;-2021;92144
33046;-4555;37601
48046;-486;48532
35329;-5600;40929
87339;-5975;93314
57472;-8086;65558
19258;-4409;23667
5840;-2800;8640
41450;-5118;46568
75853;-2936;78789
55925;-9441;65366
70339;-8625;78964
66631;-8442;75073
31437;-1439;32876
78093;-7171;85264
7838;-354;8192
52732;-8782;61514
89684;-8234;97918
59657;-6529;66186
33507;-1890;35397
33803;-8760;42563
50031;-8372;58403
73786;-9302;83088
2442;-1771;4213
88024;-4049;92073
33617;-2215;35832
39431;-5734;45165
54407;-2874;57281
40825;-8011;48836
26906;-1927;28833
9113;-5420;14533
12243;-8577;20820
37096;-2743;39839
90299;-7592;97891
8905;-6775;15680
63715;-3457;67172
21956;-3270;25226
87829;-8435;96264
79716;-4047;83763
12446;-4185;16631
17598;-63;17661
73085;-1483;74568
15183;-4819;20002
31573;-4169;35742
11167;-8945;20112
35844;-8203;44047
41514;-4261;45775
43064;-6429;49493
83947;-6412;90359
91186;-8674;99860
405;-5484;5889
30750;-3625;34375
74798;-8643;83441
61428;-8783;70211
73347;-4112;77459
13966;-579;14545
14141;-5278;19419
87230;-6832;94062
28683;-2320;31003
19490;-4541;24031
-2395;-4004;1609
81640;-148;81788
43997;-7493;51490
88296;-1296;89592
24365;-8712;33077
74008;-1744;75752
27706;-7996;35702
-5156;-9532;4376
33657;-357;34014
91876;-1947;93823
84907;-1220;86127
11509;-8149;19658
28;-7869;7897
-7794;-9373;1579
48506;-1538;50044
68580;-1749;70329
65316;-5292;70608
-2389;-9009;6620
1345;-3196;4541
32642;-677;33319
65781;-5626;71407
65760;-5639;71399
75958;-2135;78093
54770;-2487;57257
23256;-6410;29666
82810;-3196;86006
66970;-5880;72850
56340;-916;57256
32760;-3548;36308
36904;-5733;42637
38067;-8858;46925
65174;-1524;66698
67701;-6546;74247
23286;-160;23446
36728;-9478;46206
63738;-1786;65524
76678;-4265;80943
81857;-6895;88752
20834;-3596;24430
30972;-452;31424
6958;-5716;12674
83979;-6626;90605
18967;-8402;27369
44557;-3481;48038
48954;-1931;50885
62920;-1884;64804
58911;-6388;65299
27489;-2780;30269
65628;-4306;69934
12242;-5105;17347
91349;-2847;94196
7022;-2595;9617
35163;-712;35875
70594;-3128;73722
26146;-5190;31336
18070;-1558;19628
78327;-8084;86411
47850;-7678;55528
-5772;-9341;3569
34163;-126;34289
44618;-852;45470
76421;-1321;77742
91407;-5259;96666
64319;-4142;68461
26744;-8146;34890
88101;-3888;91989
26001;-8215;34216
60971;-8763;69734
17811;-4549;22360
14302;-9703;24005
59185;-2272;61457
25455;-3590;29045
87444;-4451;91895
86182;-1425;87607
73787;-825;74612
30691;-9157;39848
7594;-194;7788
95187;-3150;98337
56671;-8198;64869
9011;-2455;11466
42646;-9038;51684
30446;-2063;32509
70180;-1457;71637
55336;-8860;64196
63139;-995;64134
4432;-5105;9537
91797;-823;92620
11300;-9682;20982
85080;-7561;92641
5810;-9981;15791
50941;-8823;59764
88715;-7543;96258
71385;-3133;74518
80511;-1156;81667
67996;-1119;69115
24766;-8017;32783
79858;-3272;83130
17772;-4027;21799
6556;-3500;10056
63395;-7321;70716
77993;-12;78005
74118;-2648;76766
26153;-3137;29290
89068;-953;90021
3405;-7876;11281
80857;-7935;88792
45429;-4517;49946
10003;-6956;16959
53979;-8801;62780
61924;-977;62901
28370;-6249;34619
15139;-8803;23942
87360;-3612;90972
17293;-1034;18327
56195;-3453;59648
47886;-1559;49445
35052;-8797;43849
52746;-5483;58229
23019;-937;23956
40334;-7854;48188
1072;-5356;6428
50004;-5117;55121
34772;-3944;38716
28144;-4336;32480
83333;-4387;87720
71723;-3827;75550
-3905;-5288;1383
56591;-8483;65074
68737;-5682;74419
57085;-5965;63050
37367;-7515;44882
21256;-7049;28305
4481;-6648;11129
47361;-2241;49602
74682;-5487;80169
30405;-6882;37287
50994;-1807;52801
11134;-8740;19874
73762;-345;74107
91635;-2234;93869
40802;-2371;43173
40218;-4456;44674
-1671;-4753;3082
42493;-3746;46239
52838;-8807;61645
-2953;-3953;1000
25669;-2379;28048
20308;-3000;23308
-213;-5162;4949
56070;-3462;59532
72609;-7943;80552
56966;-7617;64583
43524;-4610;48134
33400;-5820;39220
36808;-1680;38488
21507;-210;21717
92681;-4592;97273
-5359;-5630;271
30656;-2374;33030
77406;-1267;78673
72099;-7690;79789
21920;-8114;30034
33685;-1720;35405
54264;-5172;59436
23353;-9723;33076
1697;-3493;5190
27164;-8365;35529
53908;-7797;61705
91952;-3660;95612
41515;-743;42258
84501;-6333;90834
14664;-1532;16196
68949;-3410;72359
91891;-3793;95684
76489;-4874;81363
62919;-2351;65270
94131;-421;94552
84856;-3479;88335
76219;-3296;79515
77448;-2517;79965
83478;-5629;89107
58234;-5210;63444
63675;-9636;73311
54074;-7437;61511
9669;-4050;13719
81685;-8254;89939
3718;-9469;13187
71797;-977;72774
54980;-6150;61130
80323;-7625;87948
4764;-6972;11736
4297;-6089;10386
54434;-1355;55789
22135;-9086;31221
86633;-5770;92403
1467;-8133;9600
2273;-1831;4104
35503;-8786;44289
52047;-4561;56608
4042;-3723;7765
70021;-93;70114
92105;-3633;95738
35180;-3824;39004
70905;-3739;74644
51553;-6613;58166
38545;-3282;41827
66078;-4601;70679
44788;-1019;45807
76076;-3748;79824
83902;-9433;93335
34923;-2205;37128
85077;-931;86008
35118;-2364;37482
8115;-3300;11415
79766;-5704;85470
29161;-9893;39054
90552;-1013;91565
70779;-5159;75938
-1785;-4883;3098
42441;-4491;46932
75934;-2978;78912
1435;-2857;4292
48169;-978;49147
13849;-5598;19447
78505;-8638;87143
9679;-6902;16581
7842;-950;8792
10831;-6816;17647
44260;-4151;48411
71683;-1603;73286
71273;-5434;76707
73770;-3736;77506
65149;-525;65674
23546;-7940;31486
21360;-1770;23130
52047;-516;52563
22211;-8916;31127
43154;-9446;52600
33521;-1839;35360
67044;-3818;70862
23213;-9205;32418
26281;-4417;30698
42096;-8541;50637
31039;-7374;38413
17793;-3045;20838
70584;-4934;75518
31249;-3552;34801
13171;-7727;20898
-4779;-5088;309
72199;-6718;78917
2163;-8263;10426
38578;-1598;40176
68879;-2431;71310
72700;-5287;77987
40334;-9112;49446
6149;-8951;15100
76988;-7829;84817
35648;-5417;41065
52308;-1903;54211
44000;-724;44724
9306;-3889;13195
21126;-1691;22817
22120;-827;22947
20531;-9089;29620
86255;-9846;96101
12446;-9248;21694
36193;-4525;40718
35578;-2131;37709
27971;-377;28348
984;-320;1304
65701;-7632;73333
13170;-6446;19616
-5916;-6442;526
43518;-4343;47861
93131;-4407;97538
93185;-2414;95599
20880;-2343;23223
20602;-5790;26392
92571;-7329;99900
96771;-435;97206
74682;-1051;75733
47717;-2063;49780
76320;-9518;85838
48034;-177;48211
3508;-720;4228
12908;-9549;22457
80695;-402;81097
25902;-6939;32841
26019;-3692;29711
17254;-4290;21544
614;-6908;7522
-2395;-8767;6372
73336;-1549;74885
46954;-5989;52943
10861;-5518;16379
22943;-3984;26927
21379;-9519;30898
37639;-3166;40805
39326;-1654;40980
44580;-7625;52205
28208;-8161;36369
90085;-7132;97217
39035;-8385;47420
64477;-1789;66266
10178;-41;10219
53899;-7619;61518
65811;-9559;75370
13319;-7811;21130
73242;-4459;77701
8296;-290;8586
10667;-7016;17683
72410;-1871;74281
45095;-8481;53576
12566;-8314;20880
25580;-7245;32825
60662;-9730;70392
98510;-577;99087
29331;-2207;31538
53758;-7005;60763
9499;-1023;10522
45838;-1033;46871
36303;-9565;45868
87250;-9391;96641
41194;-6710;47904
53762;-4396;58158
245;-7074;7319
11160;-1991;13151
9298;-659;9957
29945;-3680;33625
40938;-5817;46755
50393;-2490;52883
3366;-5182;8548
31179;-284;31463
-2728;-9766;7038
4081;-7636;11717
30396;-6676;37072
47634;-8697;56331
32501;-4236;36737
22305;-1474;23779
27057;-7885;34942
4100;-7293;11393
74634;-1650;76284
85098;-4621;89719
42038;-9413;51451
56135;-2519;58654
34609;-5625;40234
36268;-7919;44187
31012;-7939;38951
54419;-4169;58588
1907;-5544;7451
93185;-4637;97822
-3018;-9571;6553
82155;-2057;84212
90291;-2633;92924
20045;-9261;29306
66539;-5361;71900
45727;-8325;54052
52454;-8639;61093
79199;-9789;88988
42115;-7159;49274
